Category,Commodity,Test Type,Parameter,Units,Test Description,Compliance,Test TAT,Method,Key_Parameter,Min. Value,Max Value,Min FSSAI Acceptable Value,Max FSSAI Acceptable Value,Min FSSAI Acceptable Value - Organic,Max FSSAI Acceptable Value - Organic,Price,Key Parameter (For Organic),,"Category, Commodity, Parameter",,,,Unique Category,Unique Commodity,,
"Herbs, Spices & Condiments",Cardamon Whole,Pesticide Residue,Sulfoxaflor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Sulfoxaflor",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Aldicarb,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Aldicarb",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Aldrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Aldrin",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Dieldrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Dieldrin",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Chlordane,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Chlordane",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Heptalchlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Heptalchlor",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Lindane Gamma-HCH) Gamma (γ) Isomer (Known as Lindane),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Lindane Gamma-HCH) Gamma (γ) Isomer (Known as Lindane)",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Endosulfan,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Endosulfan",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Phosphamidon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Phosphamidon",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Captafol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Captafol",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Ferbam,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Ferbam",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Formothion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Formothion",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Simazine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Simazine",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Diazinon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Diazinon",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,D.D.T,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole D.D.T",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Fenitrothion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Fenitrothion",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Fenthion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Fenthion",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Banned Pesticide Residue,Ethyl Parathion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Cardamon Whole Ethyl Parathion",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Pesticide Residue,"Copper Oxychloride (Copper determined as elemental copper), mg/ kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,10000,0,30,0,30,100,Yes,,"Herbs, Spices & Condiments Cardamon Whole Copper Oxychloride (Copper determined as elemental copper), mg/ kg",,,,,,,
"Herbs, Spices & Condiments",Cardamon Whole,Pesticide Residue,Copper Sulphate (Copper determined as elemental copper,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,10000,0,30,0,30,100,Yes,,"Herbs, Spices & Condiments Cardamon Whole Copper Sulphate (Copper determined as elemental copper",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Quality Parameters,Added Colouring Matter,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Added Colouring Matter",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Crop Contaminants,"Aflatoxin B1, µg/kg",µg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,150,0,15,0,15,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Aflatoxin B1, µg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Metal Contaminants,"Arsenic as As, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,0.1,0,0.1,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Arsenic as As, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Metal Contaminants,"Cadmium as Cd, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,0.1,0,0.1,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Cadmium as Cd, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Metal Contaminants,"Copper as Cu, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,5,0,5,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Copper as Cu, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Metal Contaminants,"Lead as Pb (on Dry Basis), mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,10,0,10,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Lead as Pb (on Dry Basis), mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Metal Contaminants,"Mercury as Hg, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,1,0,1,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Mercury as Hg, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Metal Contaminants,"Tin as Sn, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,0.01,0,0.01,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Tin as Sn, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Crop Contaminants,"Total Aflatoxins, µg/kg",µg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,300,0,30,0,30,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Total Aflatoxins, µg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Zineb as CS2, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,2,0,0.1,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Zineb as CS2, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Microbiology,"Aerobic Plate Count, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000000,0,10000000,0,1000000,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Aerobic Plate Count, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Quality Parameters,"Ash insoluble in dilute HCl (on dry basis), %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,1.5,0,1.5,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Ash insoluble in dilute HCl (on dry basis), %",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Microbiology,"Bacillus Cereus, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,10000,0,1000,0,1000,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Bacillus Cereus, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Chalk Powder or Yellow soap stone powder,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Chalk Powder or Yellow soap stone powder",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Microbiology,"Enterobacteriaceae, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000000,0,100,0,100,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Enterobacteriaceae, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Metanil Yellow,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Metanil Yellow",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Quality Parameters,"Moisture, %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,10,0,10,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Moisture, %",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Microbiology,"Salmonella, Per 25g",Per 25g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Salmonella, Per 25g",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Microbiology,"Staphylococcus aureus, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,100,0,100,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Staphylococcus aureus, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Starch (Microscopic),%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Starch (Microscopic)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Microbiology,"Sulfite reducing clostridia, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,100,0,100,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Sulfite reducing clostridia, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Metal Contaminants,Test for Lead Chromate,mg/Kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Test for Lead Chromate",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Quality Parameters,"Total ash (on dry basis), %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,9,0,9,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Total ash (on dry basis), %",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Quality Parameters,"Total Starch, %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,60,0,60,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Total Starch, %",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Microbiology,"Yeast and Moulds, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000000,0,10000,0,10000,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Yeast and Moulds, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Artificial Colours,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Artificial Colours",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Coal tar dyes,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Coal tar dyes",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,"Dirt, dust, straw, insect, damaged seeds, other seeds, rodent hair and excreta,%",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Dirt, dust, straw, insect, damaged seeds, other seeds, rodent hair and excreta,%",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Saw dust,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Saw dust",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Starch powder,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Starch powder",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Chalk Powder or Yellow soap stone powder,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Chalk Powder or Yellow soap stone powder",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Metanil Yellow,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Metanil Yellow",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,Starch (Microscopic),%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Starch (Microscopic)",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Adulterants,"Sand, dirt, earth, gritty matter, %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Turmeric Powder Sand, dirt, earth, gritty matter, %",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Acetamiprid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Acetamiprid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Alpha naphthyl Acetic Acid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Alpha naphthyl Acetic Acid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Azoxystrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Azoxystrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Buprofezin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Buprofezin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Carbaryl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Carbaryl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Carbosulfan, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Carbosulfan, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Chlorantraniliprole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Chlorantraniliprole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Chlorfenapyr, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Chlorfenapyr, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,Cuprous Oxide (Copper determined as elemental copper) mg/kg,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Cuprous Oxide (Copper determined as elemental copper) mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Cyantranilipole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Cyantranilipole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Deltamethrin/Decamethrin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Deltamethrin/Decamethrin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Diafenthiuron, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Diafenthiuron, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Dicofol (Sum of p,p and o,p isomers), mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Dicofol (Sum of p,p and o,p isomers), mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Difenoconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Difenoconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Dimethoate, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Dimethoate, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Fenazaquin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Fenazaquin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Fenpropathrin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Fenpropathrin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Fenpyroximate, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Fenpyroximate, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Fipronil, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Fipronil, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Flubendiamide, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Flubendiamide, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Flusilazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Flusilazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Hexaconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Hexaconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Hexythiazox, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Hexythiazox, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Imidacloprid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Imidacloprid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Indoxacarb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Indoxacarb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Kresoxim methyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Kresoxim methyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Lambda cyhalothrin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Lambda cyhalothrin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Lufenuron, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Lufenuron, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Metalaxyl-M, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Metalaxyl-M, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Methomyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Methomyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Milbemectin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Milbemectin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Turmeric Powder,Pesticide Residue,"Monocrotophos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Turmeric Powder Monocrotophos, mg/kg",,,,,,,
