Category,Commodity,Test Type,Parameter,Units,Test Description,Compliance,Test TAT,Method,Key_Parameter,Min. Value,Max Value,Min FSSAI Acceptable Value,Max FSSAI Acceptable Value,Min FSSAI Acceptable Value - Organic,Max FSSAI Acceptable Value - Organic,Price,Key Parameter (For Organic),,"Category, Commodity, Parameter",,,,Unique Category,Unique Commodity,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Dieldrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Dieldrin",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Chlordane,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Chlordane",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Heptalchlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Heptalchlor",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Lindane Gamma-HCH) Gamma (γ) Isomer (Known as Lindane),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Lindane Gamma-HCH) Gamma (γ) Isomer (Known as Lindane)",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Endosulfan,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Endosulfan",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Phosphamidon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Phosphamidon",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Captafol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Captafol",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Ferbam,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Ferbam",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Formothion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Formothion",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Simazine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Simazine",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Diazinon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Diazinon",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,D.D.T,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder D.D.T",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Fenitrothion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Fenitrothion",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Fenthion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Fenthion",,,,,,,
"Herbs, Spices & Condiments",Chilli Powder,Banned Pesticide Residue,Ethyl Parathion,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli Powder Ethyl Parathion",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Abamectin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Abamectin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Acetamiprid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,200,0,20,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Acetamiprid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,Added Colouring Matter,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Added Colouring Matter",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Crop Contaminants,"Aflatoxin B1, µg/kg",µg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,150,0,15,0,15,100,Yes,,"Herbs, Spices & Condiments Chilli whole Aflatoxin B1, µg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Alpha naphthyl Acetic Acid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,20,0,2,0,0.1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Alpha naphthyl Acetic Acid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Metal Contaminants,"Arsenic as As, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,5,0,5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Arsenic as As, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Azoxystrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,10,0,0.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Azoxystrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Buprofezin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,200,0,20,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Buprofezin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Metal Contaminants,"Cadmium as Cd, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,1.5,0,1.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Cadmium as Cd, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Carbaryl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,500,0,50,0,2.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Carbaryl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Carbosulfan, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,200,0,20,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Carbosulfan, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Chlorantraniliprole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,60,0,6,0,0.3,100,Yes,,"Herbs, Spices & Condiments Chilli whole Chlorantraniliprole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Chlorfenapyr, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Chlorfenapyr, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Metal Contaminants,"Copper as Cu, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,30,0,30,100,Yes,,"Herbs, Spices & Condiments Chilli whole Copper as Cu, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Cuprous Oxide (Copper determined as elemental copper) mg/kg,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,300,0,30,0,30,100,Yes,,"Herbs, Spices & Condiments Chilli whole Cuprous Oxide (Copper determined as elemental copper) mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Cyantranilipole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,50,0,5,0,0.25,100,Yes,,"Herbs, Spices & Condiments Chilli whole Cyantranilipole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Deltamethrin/Decamethrin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Deltamethrin/Decamethrin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Diafenthiuron, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Diafenthiuron, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Dicofol (Sum of p,p and o,p isomers), mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,10,0,0.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Dicofol (Sum of p,p and o,p isomers), mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Difenoconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Difenoconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Dimethoate, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,50,0,5,0,0.25,100,Yes,,"Herbs, Spices & Condiments Chilli whole Dimethoate, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Dithiocarbamates (the residue tolerance limit are determined and expressed as mg/CS2/kg and refer separately to the residues arising from any or each group of dithiocarbamates),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,10,0,0.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Dithiocarbamates (the residue tolerance limit are determined and expressed as mg/CS2/kg and refer separately to the residues arising from any or each group of dithiocarbamates)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Fenazaquin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,50,0,5,0,0.25,100,Yes,,"Herbs, Spices & Condiments Chilli whole Fenazaquin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Fenpropathrin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0.2,0,0.01,100,Yes,,"Herbs, Spices & Condiments Chilli whole Fenpropathrin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Fenpyroximate, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,10,0,0.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Fenpyroximate, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Fipronil, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Fipronil, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Flubendiamide, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,2,0,0.2,0,0.001,100,Yes,,"Herbs, Spices & Condiments Chilli whole Flubendiamide, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Flusilazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Flusilazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Hexaconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,50,0,5,0,0.25,100,Yes,,"Herbs, Spices & Condiments Chilli whole Hexaconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Hexythiazox, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Hexythiazox, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Imidacloprid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,30,0,3,0,0.15,100,Yes,,"Herbs, Spices & Condiments Chilli whole Imidacloprid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Indoxacarb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.01,100,Yes,,"Herbs, Spices & Condiments Chilli whole Indoxacarb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Kresoxim methyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,15,0,1.5,0,0.075,100,Yes,,"Herbs, Spices & Condiments Chilli whole Kresoxim methyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Lambda cyhalothrin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Lambda cyhalothrin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Metal Contaminants,"Lead as Pb (on Dry Basis), mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,10,0,10,100,Yes,,"Herbs, Spices & Condiments Chilli whole Lead as Pb (on Dry Basis), mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Lufenuron, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Lufenuron, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Mancozeb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,10,0,0.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Mancozeb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Metal Contaminants,"Mercury as Hg, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,1,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Mercury as Hg, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Metalaxyl-M, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,2,0,0.2,0,0.01,100,Yes,,"Herbs, Spices & Condiments Chilli whole Metalaxyl-M, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Banned Pesticide Residue,"Methomyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Methomyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Metiram as CS2, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,10,0,0.5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Metiram as CS2, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Milbemectin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Milbemectin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Monocrotophos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,20,0,2,0,0.1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Monocrotophos, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Myclobutanil, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,20,0,2,0,0.1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Myclobutanil, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Novaluron, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Novaluron, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Oxydemeton methyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,200,0,20,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Oxydemeton methyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Pendimethalin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Pendimethalin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Picoxystrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Picoxystrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Propargite, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,200,0,20,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Propargite, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Propineb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,200,0,20,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Propineb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Pyraclostrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Pyraclostrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Pyridalyl, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,2,0,0.2,0,0.01,100,Yes,,"Herbs, Spices & Condiments Chilli whole Pyridalyl, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Pyriproxyfen, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,2,0,0.2,0,0.01,100,Yes,,"Herbs, Spices & Condiments Chilli whole Pyriproxyfen, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Quinalphos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,20,0,2,0,0.1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Quinalphos, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Spinetoram and its metabolites
(Spinosyn-J and Spinosyn-L), mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,5,0,0.5,0,0.025,100,Yes,,"Herbs, Spices & Condiments Chilli whole Spinetoram and its metabolites
(Spinosyn-J and Spinosyn-L), mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Spinosad, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Spinosad, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Spiromesifen, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,10,0,1,0,0.05,100,Yes,,"Herbs, Spices & Condiments Chilli whole Spiromesifen, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Spirotetramat, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,200,0,20,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Spirotetramat, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Tebuconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,40,0,4,0,0.2,100,Yes,,"Herbs, Spices & Condiments Chilli whole Tebuconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Thiacloprid, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,2,0,0.2,0,0.01,100,Yes,,"Herbs, Spices & Condiments Chilli whole Thiacloprid, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Thiamethoxam, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,50,0,5,0,0.25,100,Yes,,"Herbs, Spices & Condiments Chilli whole Thiamethoxam, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Thiodicarb, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1,0,0.1,0,0.005,100,Yes,,"Herbs, Spices & Condiments Chilli whole Thiodicarb, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Metal Contaminants,"Tin as Sn, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000,0,250,0,250,100,Yes,,"Herbs, Spices & Condiments Chilli whole Tin as Sn, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Crop Contaminants,"Total Aflatoxins, µg/kg",µg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,300,0,30,0,30,100,Yes,,"Herbs, Spices & Condiments Chilli whole Total Aflatoxins, µg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Triadimefon, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,40,0,4,0,0.2,100,Yes,,"Herbs, Spices & Condiments Chilli whole Triadimefon, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Triazophos, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,20,0,2,0,0.1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Triazophos, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Tricyclazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,30,0,3,0,0.15,100,Yes,,"Herbs, Spices & Condiments Chilli whole Tricyclazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Trifloxystrobin, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,40,0,4,0,0.2,100,Yes,,"Herbs, Spices & Condiments Chilli whole Trifloxystrobin, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Microbiology,"Aerobic Plate Count, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000000,0,10000000,0,1000000,100,Yes,,"Herbs, Spices & Condiments Chilli whole Aerobic Plate Count, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Ash insoluble in dilute HCl (on dry basis), %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,1.3,0,1.3,100,Yes,,"Herbs, Spices & Condiments Chilli whole Ash insoluble in dilute HCl (on dry basis), %",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Microbiology,"Bacillus Cereus, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,10000,0,1000,0,1000,100,Yes,,"Herbs, Spices & Condiments Chilli whole Bacillus Cereus, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Broken fruits, seed & fragments,%",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,5,0,5,100,Yes,,"Herbs, Spices & Condiments Chilli whole Broken fruits, seed & fragments,%",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,Coating of Mineral Oil,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Coating of Mineral Oil",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Live insects, Dead Insects, Insect Fragments",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Live insects, Dead Insects, Insect Fragments",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,Mould,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Mould",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,Rodent Contamination,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Rodent Contamination",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,Other harmful substances,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Other harmful substances",,,,,,,
